統編,公司名稱,公司地址,ADDR_X,ADDR_Y
24750122,信德生醫股份有限公司,114臺北市內湖區民權東路6段16號5樓,308249,2773229
24750713,賜億有限公司,114臺北市內湖區瑞光路188巷54號7樓,308155,2774040
24750930,菲希爾測試儀器有限公司,114臺北市內湖區洲子街71號2樓之1,307701,2774734
24751023,前景網路科技股份有限公司,114臺北市內湖區瑞湖街158號5樓,308118,2773848
24751071,芮思國際有限公司,114臺北市內湖區堤頂大道2段497號,306678,2775071
24751207,匯乘有限公司,114臺北市內湖區內湖路1段322號8樓,307489,2774941
24752091,伊帆有限公司,114臺北市內湖區洲子街70號7樓之1,307695,2774712
24752183,玖瓏數位科技股份有限公司,114臺北市內湖區民權東路6段15巷16號3樓之3,308399,2773451
24752472,台灣洛雅國際時尚有限公司,114臺北市內湖區瑞光路583巷27號2樓,307289,2774841
24752563,漢峰鑫股份有限公司,114臺北市內湖區內湖路1段396號3樓之1,307823,2774820
24752613,晨椿企業股份有限公司,114臺北市內湖區瑞光路607號4樓,307180,2774779
24752634,明采投資股份有限公司,114臺北市內湖區堤頂大道2段409號3樓,306822,2774837
24753057,影迷數位股份有限公司,114臺北市內湖區陽光街321巷12號5樓,308365,2773959
24753373,禾潤豐有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
24753388,坤和興有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
24753394,坤潤鑫有限公司,114臺北市內湖區瑞光路513巷22弄5號8樓之3,307408,2774751
24753535,智能電網國際股份有限公司,114臺北市內湖區瑞光路618號2樓之1,307038,2774816
24755029,中實特勤保全股份有限公司,114臺北市內湖區瑞光路210號6樓,308139,2774231
24755175,全酉實業有限公司,114臺北市內湖區瑞光路478巷18弄20號6樓,307338,2774584
24755436,家康有限公司,114臺北市內湖區瑞光路578號7樓,307151,2774760
24756174,特沃國際股份有限公司,114臺北市內湖區瑞光路208號12樓,308143,2774226
24756890,玩美行動股份有限公司,114臺北市內湖區堤頂大道2段301號9樓,306985,2774625
24757672,鑫勝投資股份有限公司,114臺北市內湖區陽光街347號3樓,308280,2773997
24757737,晶兆創新股份有限公司,114臺北市內湖區基湖路32號10樓,306977,2774849
24757814,磊進國際投資股份有限公司,114臺北市內湖區陽光街345巷5號5樓之1,308326,2773924
24758383,恒達股份有限公司,114臺北市內湖區舊宗路2段181巷12號2樓,308008,2773825
24759159,安泰亞有限公司,114臺北市內湖區內湖路1段360巷8號8樓,307532,2774842
24759257,鋒朋有限公司,114臺北市內湖區瑞光路478巷18弄22號4樓,307328,2774589
24759382,牧羊人科技有限公司,114臺北市內湖區洲子街183號3樓,307221,2774926
24759756,數字店商股份有限公司,114臺北市內湖區陽光街345巷12號,308303,2773912
24759828,快意科技股份有限公司,114臺北市內湖區陽光街345巷5號5樓之1,308326,2773924
24760135,好食文創股份有限公司,114臺北市內湖區瑞光路288號8樓,308022,2774325
24761319,宸創國際有限公司,114臺北市內湖區陽光街381號7樓,308156,2773961
24763392,雲想樂作股份有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
24764245,富奇想股份有限公司,114臺北市內湖區基湖路32號9樓,306977,2774849
24766659,昶軒股份有限公司,114臺北市內湖區民權東路6段16號1樓,308249,2773229
24766969,台灣田山股份有限公司,114臺北市內湖區瑞光路582號5樓,307133,2774770
24767073,璽泰有限公司,114臺北市內湖區陽光街351號6樓之5,308252,2773991
24767138,喜盈盈國際事業股份有限公司,114臺北市內湖區洲子街73號2樓之2,307678,2774744
24767432,佳展科技股份有限公司,114臺北市內湖區瑞光路358巷30弄2之1號6樓,307732,2774373
24768431,台灣多耐福股份有限公司,114臺北市內湖區陽光街347號3樓,308280,2773997
24769001,富連網股份有限公司,114臺北市內湖區基湖路32號2樓,306977,2774849
24769311,台灣文和生物科技股份有限公司,114臺北市內湖區瑞光路631號7樓,307140,2774803
24769430,立鼎資訊科技股份有限公司,114臺北市內湖區洲子街110號7樓,307472,2774806
24769614,安佛賽斯有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
24770703,唯麥國際有限公司,114臺北市內湖區瑞光路188巷52號4樓,308180,2774046
24770886,利碩整合股份有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
24771111,孚創雲端股份有限公司,114臺北市內湖區基湖路32號6樓,306977,2774849
24771225,睿明投資開發有限公司,114臺北市內湖區基湖路35巷16號4樓之2,307118,2774677
24771581,亞提斯文創股份有限公司,114臺北市內湖區堤頂大道2段179號9樓,307512,2774463
24771689,翊恩股份有限公司,114臺北市內湖區瑞光路513巷31號8樓,307516,2774738
24771787,良綵股份有限公司,114臺北市內湖區瑞光路513巷31號8樓,307516,2774738
24772337,饕選咖啡有限公司,114臺北市內湖區民權東路6段11巷43號1樓,308208,2773404
24772499,禾立安股份有限公司,114臺北市內湖區瑞光路513巷31號8樓,307516,2774738
24773862,庫爾特執行有限公司,114臺北市內湖區舊宗路2段181巷16號2樓,308018,2773827
24775209,承益電子有限公司,114臺北市內湖區瑞光路76巷63號6樓,308531,2773664
24775236,晶越能源科技股份有限公司,114臺北市內湖區堤頂大道2段483號4樓,306699,2775013
24775284,明義科技有限公司,114臺北市內湖區舊宗路2段121巷22號5樓,308057,2773544
24775453,捷寶文創有限公司,114臺北市內湖區瑞光路582號9樓之1,307133,2774770
24775720,恆生國際物業股份有限公司,114臺北市內湖區瑞光路478巷18弄20號7樓,307338,2774584
24776827,南昇投資股份有限公司,114臺北市內湖區瑞光路258巷56號6樓之3,307960,2774135
24777847,百聿數碼創意股份有限公司,114臺北市內湖區瑞光路478巷18弄34號3樓,307265,2774614
24779253,喜瑞斯投資有限公司,114臺北市內湖區瑞光路258巷2號6樓,308052,2774220
24780049,文鈞國際股份有限公司,114臺北市內湖區瑞光路106號4樓之1,308607,2773861
24780076,諾瑞特國際藥業股份有限公司,114臺北市內湖區港墘路221巷41號4樓,308013,2774021
24780266,伸波通訊股份有限公司,114臺北市內湖區內湖路1段322號8樓,307489,2774941
24780441,三和建築股份有限公司,114臺北市內湖區瑞湖街39號2樓,308104,2774146
24781477,富喜健股份有限公司,114臺北市內湖區陽光街321巷56號2樓之2,308299,2773836
24781997,宏錩股份有限公司,114臺北市內湖區陽光街351號3樓,308252,2773991
24782567,希幔科技股份有限公司,114臺北市內湖區瑞光路583巷30號7樓及32號7樓,307326,2774844
24783159,韓晴實業有限公司,114臺北市內湖區瑞光路168號9樓,308375,2774089
24783186,專加系統科技股份有限公司,114臺北市內湖區陽光街365巷24號2樓,308212,2773904
24783192,卓軒股份有限公司,114臺北市內湖區內湖路1段120巷21號8樓,306726,2774992
24783691,創聖顧問有限公司,114臺北市內湖區內湖路1段92號6樓之1,306790,2775127
24784093,潤祿有限公司,114臺北市內湖區瑞光路258巷55號4樓之1,307951,2774162
24784903,台擘股份有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
24786677,聚暘股份有限公司,114臺北市內湖區瑞湖街103號7樓,308133,2773950
24787296,臺北內湖洲子國際商務有限公司,114臺北市內湖區洲子街183號3樓,307221,2774926
24816898,凱銳控股股份有限公司,114臺北市內湖區陽光街300號7樓之2,307980,2773973
24929751,舞聲音樂藝術有限公司,114臺北市內湖區民權東路6段15巷16號5樓,308399,2773451
24930223,安睿宏觀保險經紀人股份有限公司,114臺北市內湖區洲子街105號2樓,307457,2774855
24930883,鋐澄貿易有限公司,114臺北市內湖區洲子街181號2樓,307245,2774923
24931193,安盟生技股份有限公司,114臺北市內湖區瑞光路188巷43號2樓,308166,2774101
24931617,恭鼎開發有限公司,114臺北市內湖區堤頂大道2段201號8樓,307329,2774513
24933002,中租企業股份有限公司,114臺北市內湖區瑞光路362號,307737,2774460
24933381,高鐙壹有限公司,114臺北市內湖區洲子街183號2樓,307221,2774926
24933538,文心廣勝開發股份有限公司,114臺北市內湖區內湖路1段388號3樓之2,307746,2774850
24934298,台灣微科軟件有限公司,114臺北市內湖區瑞光路578號7樓,307151,2774760
24935304,禾榕國際股份有限公司,114臺北市內湖區瑞光路168號9樓,308375,2774089
24935418,螢點國際有限公司,114臺北市內湖區瑞光路583巷21號4樓,307280,2774824
24936681,大鉻科技有限公司,114臺北市內湖區堤頂大道2段283號,307064,2774598
24936872,聯萌演藝股份有限公司,114臺北市內湖區陽光街321巷56號6樓之2,308299,2773836
24938463,寀洲有限公司,114臺北市內湖區基湖路1號7樓,307051,2774944
24938560,鑫虹科技股份有限公司,114臺北市內湖區瑞光路76巷32號1樓,308564,2773726
24938766,寀麗有限公司,114臺北市內湖區基湖路1號7樓,307051,2774944
24938941,寀睿有限公司,114臺北市內湖區基湖路1號7樓,307051,2774944
24939287,奧圖亨利科技有限公司,114臺北市內湖區陽光街321巷26號6樓之2,308372,2773918
24940904,億若思科技有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
24941544,群益投資股份有限公司,114臺北市內湖區內湖路1段516號6樓,307899,2774799
24941615,長羽投資股份有限公司,114臺北市內湖區基湖路10巷1號9樓,306938,2774980
24941988,中租生技創業投資股份有限公司,114臺北市內湖區瑞光路362號,307737,2774460
24942086,中租實業股份有限公司,114臺北市內湖區瑞光路362號,307737,2774460
24945008,啟昇實業有限公司,114臺北市內湖區瑞光路513巷30號3樓,307485,2774750
24945892,得二科技有限公司,114臺北市內湖區瑞湖街103號6樓之3,308133,2773950
24946082,實踐菁英管理顧問股份有限公司,114臺北市內湖區內湖路1段516號6樓,307899,2774799
24947126,瑞思科技有限公司,114臺北市內湖區基湖路10巷57號7樓之1,306869,2775017
24949095,勁型聯動有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
24949166,永富鑫生醫股份有限公司,114臺北市內湖區堤頂大道2段15號5樓之1,307699,2774272
24949291,蒙群科技股份有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
24949813,學農夫生活股份有限公司,114臺北市內湖區堤頂大道2段207號2樓,307290,2774531
24951227,天際娛樂股份有限公司,114臺北市內湖區瑞光路607號4樓,307180,2774779
24952014,富佳投資股份有限公司,114臺北市內湖區洲子街46號3樓,307824,2774630
24952197,大盛生技股份有限公司,114臺北市內湖區民權東路6段15巷16號2樓之2,308399,2773451
24952555,果然股份有限公司,114臺北市內湖區瑞光路608號2樓,307074,2774795
24952817,新香投資有限公司,114臺北市內湖區瑞光路607號6樓,307180,2774779
24952957,禮蓮有限公司,114臺北市內湖區瑞光路258巷52號2樓,307986,2774159
24953098,康林投資有限公司,114臺北市內湖區瑞湖街161號4樓,308169,2773516
24954337,巨安長齡股份有限公司,114臺北市內湖區陽光街351號2樓之3,308252,2773991
24954625,醫家有限公司,114臺北市內湖區瑞光路8號6樓,308854,2773600
24956243,數位未來股份有限公司,114臺北市內湖區瑞光路188巷58號3樓,308151,2774060
24956709,智慧創聯股份有限公司,114臺北市內湖區基湖路32號3樓,306977,2774849
24957377,啤兒麥斯特股份有限公司,114臺北市內湖區港墘路200號4樓之1,307941,2774316
24957566,杰拓國際股份有限公司,114臺北市內湖區內湖路1段136號5樓,306892,2775063
24958713,元泰環保股份有限公司,114臺北市內湖區瑞湖街99號7樓,308124,2774049
24960485,維京流體控制有限公司,114臺北市內湖區內湖路1段118號5樓,306820,2775110
24961225,玩笑國際有限公司,114臺北市內湖區內湖路1段136號,306892,2775063
24962033,來歐盟生活股份有限公司,114臺北市內湖區堤頂大道2段477號6樓,306714,2774968
24962224,牡來丹好有限公司,114臺北市內湖區堤頂大道2段285號10樓,307049,2774599
24962821,睿訊有限公司,114臺北市內湖區洲子街88號5樓,307626,2774702
24963011,葳品有限公司,114臺北市內湖區瑞光路583巷24號4樓,307315,2774823
24963032,致軒國際資產管理股份有限公司,114臺北市內湖區內湖路1段392號4樓,307791,2774833
24963048,致允國際投資股份有限公司,114臺北市內湖區內湖路1段392號4樓,307791,2774833
24963413,益遊數位股份有限公司,114臺北市內湖區瑞光路258巷56號6樓,307960,2774135
24964216,品思科技有限公司,114臺北市內湖區堤頂大道2段497號3樓之10,306678,2775071
24966191,昇頎實業股份有限公司,114臺北市內湖區瑞光路298號9樓,307966,2774362
24966713,知識力科技股份有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
24968156,鴻圖股份有限公司,114臺北市內湖區基湖路32號2樓,306977,2774849
24968986,峰潮物流股份有限公司,114臺北市內湖區內湖路1段360巷6號7樓,307538,2774855
24970738,景均股份有限公司,114臺北市內湖區瑞光路188巷52號6樓,308180,2774046
24970836,誼展有限公司,114臺北市內湖區瑞湖街197號、199號,308174,2773413
24972503,豐德貿易有限公司,114臺北市內湖區內湖路1段66號10樓,306721,2775163
24972686,元報印製廠股份有限公司,114臺北市內湖區瑞湖街36號2樓,308076,2774151
24972898,顥天光電股份有限公司,114臺北市內湖區洲子街63號10樓,307815,2774743
24973469,創生投資股份有限公司,114臺北市內湖區瑞光路258巷2號7樓,308052,2774220
24974615,渠遊科技有限公司,114臺北市內湖區瑞光路358巷38弄36號2樓之3,307796,2774312
24974690,言熹股份有限公司,114臺北市內湖區瑞光路513巷26號2樓之2,307474,2774728
24974880,液空投資股份有限公司,114臺北市內湖區瑞光路399號7樓,307766,2774502
24974988,君捷有限公司,114臺北市內湖區陽光街238號1樓,308366,2774061
24975071,食貨家有限公司,114臺北市內湖區陽光街238號1樓,308366,2774061
24975092,飛尼克斯有限公司,114臺北市內湖區陽光街321巷10號9樓,308361,2773972
24975419,台灣凱溢有限公司,114臺北市內湖區內湖路1段360巷8號6樓,307532,2774842
24975706,台北旅人管理顧問有限公司,114臺北市內湖區瑞光路188巷52號7樓,308180,2774046
24976043,盛亞顧問股份有限公司,114臺北市內湖區洲子街79之1號6樓之1,307656,2774793
24976178,雋實股份有限公司,114臺北市內湖區基湖路35巷6號6樓,307062,2774704
24976212,高立電子有限公司,114臺北市內湖區陽光街345巷5號8樓,308326,2773924
24976281,波森網通國際有限公司,114臺北市內湖區洲子街112號7樓,307461,2774811
24976769,台富德國際開發有限公司,114臺北市內湖區舊宗路2段171巷10號,308064,2773778
24976846,晶衍有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
24976992,安全雲科技有限公司,114臺北市內湖區洲子街12號2樓,308009,2774565
24977872,宏益科技服務股份有限公司,114臺北市內湖區陽光街321巷26號2樓之10,308372,2773918
25038572,漢亞投資股份有限公司,114臺北市內湖區基湖路1號12樓,307051,2774944
25058909,遊戲派對數位股份有限公司,114臺北市內湖區瑞湖街111號,308154,2773859
25101498,吉時娛樂股份有限公司,114臺北市內湖區瑞湖街88號8樓,308111,2773912
25101933,彤彤國際貿易股份有限公司,114臺北市內湖區瑞光路2號2樓之1,308880,2773572
25102546,永茂藥業股份有限公司,114臺北市內湖區瑞光路358巷32號3樓,307713,2774389
25103539,金寶隆國際有限公司,114臺北市內湖區內湖路1段512號1樓,307887,2774804
25104024,元壬國際有限公司,114臺北市內湖區洲子街86號,307630,2774712
25105023,台勝科技股份有限公司,114臺北市內湖區基湖路35巷16號7樓之3,307118,2774677
25105240,赫比科技有限公司,114臺北市內湖區港墘路183號9樓,308001,2774318
25105332,宏寶投資股份有限公司,114臺北市內湖區內湖路1段120巷8號,306785,2775073
25105451,晨星電子股份有限公司,114臺北市內湖區瑞光路358巷30弄15號2樓,307815,2774343
25105494,覺旅股份有限公司,114臺北市內湖區瑞光路583巷26號,307318,2774830
25106698,寶亞建設股份有限公司,114臺北市內湖區民權東路6段15巷25號2樓,308357,2773493
25107768,天宇國際事業有限公司,114臺北市內湖區洲子街72號3樓,307706,2774682
25109724,橘平實業股份有限公司,114臺北市內湖區內湖路1段396號3樓,307823,2774820
25110172,鈞賀國際有限公司,114臺北市內湖區民權東路6段11巷41之1號5樓,308219,2773414
25110428,鼎鑫國際興業股份有限公司,114臺北市內湖區洲子街80號7樓之1,307670,2774690
25110953,科美宜科股份有限公司,114臺北市內湖區瑞光路76巷69號4樓,308511,2773650
25111186,騰鍵有限公司,114臺北市內湖區堤頂大道2段477號8樓之1,306714,2774968
25112657,進洲投資股份有限公司,114臺北市內湖區堤頂大道2段497號4樓,306678,2775071
25112684,生寶水族有限公司,114臺北市內湖區行忠路27號6樓,308129,2773142
25113213,瑞宏新技股份有限公司,114臺北市內湖區瑞光路581號,307295,2774732
25113826,睿愷有限公司,114臺北市內湖區民權東路6段15巷40號4樓,308277,2773493
25115155,頂之鮮股份有限公司,114臺北市內湖區瑞光路358巷38弄36號8樓之1,307796,2774312
25115351,創晟開發股份有限公司,114臺北市內湖區內湖路1段66號6樓,306721,2775163
25115465,台灣郡是股份有限公司,114臺北市內湖區瑞光路258巷33號3樓,308006,2774222
25116324,饒富國際股份有限公司,114臺北市內湖區洲子街77號10樓,307674,2774787
25116703,三奕生物科技有限公司,114臺北市內湖區瑞光路478巷18弄20號7樓,307338,2774584
25116921,台灣卡普施股份有限公司,114臺北市內湖區堤頂大道2段415號5樓,306780,2774838
25117506,愛煜國際有限公司,114臺北市內湖區瑞光路258巷56號2樓之2,307960,2774135
25119223,巨林生化科技有限公司,114臺北市內湖區瑞光路618號5樓之1,307038,2774816
25119687,華杏光電科技股份有限公司,114臺北市內湖區洲子街76號5樓,307671,2774669
25119737,火傳利能科技股份有限公司,114臺北市內湖區瑞光路66巷27號3樓,308686,2773644
25120468,瀚騰科技股份有限公司,114臺北市內湖區瑞光路26巷20弄28號5樓,308711,2773680
25120657,寶及第有限公司,114臺北市內湖區陽光街300號7樓之2,307980,2773973
25121086,誠心烘焙有限公司,114臺北市內湖區瑞光路188巷58號,308151,2774060
25123177,瑞昱科技股份有限公司,114臺北市內湖區陽光街321巷26號6樓之15,308372,2773918
25123681,環球博彩研究中心股份有限公司,114臺北市內湖區洲子街181號3樓,307245,2774923
25124181,協度投資有限公司,114臺北市內湖區港墘路200號6樓之4,307941,2774316
25125409,長久興業有限公司,114臺北市內湖區堤頂大道2段285號5樓,307049,2774599
25125822,和曼豐股份有限公司,114臺北市內湖區內湖路1段388號5樓之1,307746,2774850
25125935,榮崑行生技股份有限公司,114臺北市內湖區瑞光路298號2樓,307966,2774362
25126646,群恒光國際有限公司,114臺北市內湖區內湖路1段392號8樓之1,307791,2774833
25127357,沛然投資有限公司,114臺北市內湖區洲子街150號7樓,307272,2774893
25127764,頂禾開發股份有限公司,114臺北市內湖區內湖路1段66號6樓,306721,2775163
25128089,智邦投資股份有限公司,114臺北市內湖區陽光街321巷56號6樓之2,308299,2773836
25128285,醫策商智股份有限公司,114臺北市內湖區洲子街183號6樓,307221,2774926
25128877,兆鴻生技股份有限公司,114臺北市內湖區洲子街61號5樓,307796,2774702
25128953,瑞嘉軟體科技股份有限公司,114臺北市內湖區瑞湖街58號8樓,308055,2774123
25129290,旭光力能科技股份有限公司,114臺北市內湖區瑞光路30號2樓,308790,2773672
25130260,盛惟股份有限公司,114臺北市內湖區基湖路39號,306968,2774685
25130326,綠金園實業股份有限公司,114臺北市內湖區瑞湖街178巷21號4樓,308065,2773752
25131459,康寶生醫股份有限公司,114臺北市內湖區堤頂大道2段483號5樓,306699,2775013
25131887,卓冠髮品股份有限公司,114臺北市內湖區瑞光路513巷22弄5號7樓之6,307408,2774751
25132324,易康國際有限公司,114臺北市內湖區民權東路6段15巷42號4樓,308272,2773494
25132703,鼎御科技股份有限公司,114臺北市內湖區行忠路57號5樓,308259,2773164
25133689,汝益有限公司,114臺北市內湖區瑞光路513巷22弄5號4樓之6,307408,2774751
25133864,稟信股份有限公司,114臺北市內湖區內湖路1段250號12樓,307169,2774976
25133908,富日國際股份有限公司,114臺北市內湖區瑞光路583巷21號5樓之4,307280,2774824
25135223,艾律德動力科技有限公司,114臺北市內湖區基湖路3巷9號5樓之1,307118,2774879
25135379,承美投資股份有限公司,114臺北市內湖區瑞光路258巷33號9樓,308006,2774222
25135906,古芝投資有限公司,114臺北市內湖區瑞光路607號6樓,307180,2774779
25136200,國潤資產管理股份有限公司,114臺北市內湖區洲子街79之1號6樓,307656,2774793
25136362,淩亂美設計有限公司,114臺北市內湖區堤頂大道2段407巷20弄35號2樓,306779,2774942
25137159,旭泰染化股份有限公司,114臺北市內湖區瑞光路188巷43號3樓,308166,2774101
25137741,鑫成科技股份有限公司,114臺北市內湖區基湖路35巷16號3樓之4,307118,2774677
25140210,零距科技有限公司,114臺北市內湖區瑞光路583巷25號4樓,307286,2774835
25140892,寶島生技股份有限公司,114臺北市內湖區瑞光路513巷26號6樓之2,307474,2774728
25141576,瑋玥股份有限公司,114臺北市內湖區瑞光路583巷21號6樓之1,307280,2774824
25142385,自然百點股份有限公司,114臺北市內湖區瑞光路208號11樓,308143,2774226
25142765,彩藝數位影像有限公司,114臺北市內湖區陽光街345巷12號4樓,308303,2773912
25143407,森彩媒體股份有限公司,114臺北市內湖區行忠路27號6樓,308129,2773142
25143498,日辰資訊股份有限公司,114臺北市內湖區洲子街110號10樓,307472,2774806
25143722,艾普斯科技股份有限公司,114臺北市內湖區內湖路1段118號7樓,306820,2775110
25144594,泰合生技藥品股份有限公司,114臺北市內湖區瑞光路550號3樓,307209,2774726
25144953,漢御國際股份有限公司,114臺北市內湖區陽光街321巷12號,308365,2773959
25145067,摩潔事業有限公司,114臺北市內湖區民權東路6段11巷41之1號3樓,308219,2773414
25145405,惠揚生技股份有限公司,114臺北市內湖區基湖路35巷49號3樓之1,307146,2774694
25145664,福爾寶麗生技股份有限公司,114臺北市內湖區瑞光路302號10樓,307932,2774373
25145876,傳門投資股份有限公司,114臺北市內湖區陽光街321巷26號6樓之7,308372,2773918
25145904,潤鴻能源科技有限公司,114臺北市內湖區洲子街114號2樓,307449,2774816
25146410,安弘投資股份有限公司,114臺北市內湖區內湖路1段360巷17號5樓,307570,2774855
25147136,安成生物科技股份有限公司,114臺北市內湖區港墘路221巷41號8樓,308013,2774021
25148043,優立迅有限公司,114臺北市內湖區瑞光路188巷54號3樓,308155,2774040
25148613,歐瑞因股份有限公司,114臺北市內湖區瑞光路582號7樓之1,307133,2774770
25149009,台灣鼎尖國際物流有限公司,114臺北市內湖區瑞光路419號4樓,307638,2774603
25149232,亞利通科技股份有限公司,114臺北市內湖區瑞湖街17號8樓,308151,2774181
25149768,萬智生技股份有限公司,114臺北市內湖區瑞光路298號6樓,307966,2774362
27204386,信思秀股份有限公司,114臺北市內湖區堤頂大道2段409號4樓,306822,2774837
27238549,弘記投資股份有限公司,114臺北市內湖區瑞光路581號,307295,2774732
27242184,大眾全球投資控股股份有限公司,114臺北市內湖區陽光街300號1至9樓,307980,2773973
27249877,台固媒體股份有限公司,114臺北市內湖區洲子街98號11樓,307584,2774748
27293726,普力菲資訊顧問股份有限公司,114臺北市內湖區瑞光路188巷58號7樓,308151,2774060
27298314,元強投資股份有限公司,114臺北市內湖區內湖路1段306號8樓,307415,2774952
27300395,根鼎建設股份有限公司,114臺北市內湖區內湖路1段320號9樓,307474,2774946
27308489,亞橘投資股份有限公司,114臺北市內湖區瑞湖街111號,308154,2773859
27312511,新格投資股份有限公司,114臺北市內湖區瑞光路258巷2號6樓之4,308052,2774220
27317044,嘉品投資開發有限公司,114臺北市內湖區堤頂大道2段483號2樓,306699,2775013
27318183,德優室內裝修股份有限公司,114臺北市內湖區基湖路3巷9號4樓之5,307118,2774879
27318825,鋒毅國際企業有限公司,114臺北市內湖區瑞光路258巷2號9樓,308052,2774220
27319486,偉龍開發股份有限公司,114臺北市內湖區內湖路1段92號6樓,306790,2775127
27320961,傑眾公共關係顧問股份有限公司,114臺北市內湖區瑞光路631號2樓,307140,2774803
27321069,金新實業有限公司,114臺北市內湖區陽光街357號,308231,2773986
27322617,數位資安系統股份有限公司,114臺北市內湖區堤頂大道2段293號8樓,307030,2774610
27323860,明鑫科技股份有限公司,114臺北市內湖區瑞光路358巷30弄8號5樓,307771,2774342
27326000,愛拍影視製作股份有限公司,114臺北市內湖區瑞光路478巷18弄22號6樓,307328,2774589
27326944,富誠服務有限公司,114臺北市內湖區瑞光路76巷45號3樓,308584,2773712
27327459,豐楊開發股份有限公司,114臺北市內湖區民權東路6段21巷27號7樓,308663,2773549
27330855,聯寶科技股份有限公司,114臺北市內湖區基湖路35巷2弄9號7樓,307045,2774680
27331051,大育興業股份有限公司,114臺北市內湖區民權東路6段15巷1號,308542,2773420
27331691,臺灣樂金化學股份有限公司,114臺北市內湖區瑞湖街58號5樓,308055,2774123
27332018,翰成數位科技股份有限公司,114臺北市內湖區堤頂大道2段281號,307075,2774593
27332214,映象國際多媒體股份有限公司,114臺北市內湖區瑞光路68號5樓,308710,2773742
27332782,松展集成科技工程股份有限公司,114臺北市內湖區瑞湖街178巷23號5樓,308058,2773754
27333332,源孟豐投資股份有限公司,114臺北市內湖區堤頂大道2段15號3樓之1,307699,2774272
27335937,宇創股份有限公司,114臺北市內湖區瑞光路584號4樓,307121,2774775
27336627,弘晉投資股份有限公司,114臺北市內湖區瑞光路581號,307295,2774732
27338049,恒富置地股份有限公司,114臺北市內湖區堤頂大道2段473號9樓,306722,2774948
27339119,新澤建設股份有限公司,114臺北市內湖區內湖路1段396號12樓,307823,2774820
27339238,富立金實業股份有限公司,114臺北市內湖區基湖路35巷51號3樓,307168,2774684
27340690,昇輝投資股份有限公司,114臺北市內湖區洲子街101號7樓,307488,2774844
27341038,爍暘有限公司,114臺北市內湖區瑞光路76巷65號3樓,308523,2773660
27341430,台灣優以特電子股份有限公司,114臺北市內湖區瑞光路100號地下1樓,308654,2773809
27343253,德誼數位科技股份有限公司,114臺北市內湖區瑞光路468號6樓,307494,2774576
27343465,展霖生化基因股份有限公司,114臺北市內湖區瑞光路439號1樓,307611,2774629
27343599,匯豐國際資產管理股份有限公司,114臺北市內湖區瑞光路513巷26號4樓之1,307474,2774728
27343958,神通建設開發股份有限公司,114臺北市內湖區堤頂大道2段187號11樓,307410,2774489
27345816,廣盛科技股份有限公司,114臺北市內湖區瑞湖街103號4樓,308133,2773950
27346907,伯源投資股份有限公司,114臺北市內湖區堤頂大道二段501號9樓,306659,2775091
27349382,百菈羅有限公司,114臺北市內湖區瑞光路298號9樓,307966,2774362
27350872,拿虎科技有限公司,114臺北市內湖區洲子街194號9樓,307146,2774917
27351210,冠均投資股份有限公司,114臺北市內湖區內湖路1段512號5樓,307887,2774804
27352196,台灣威富聯營股份有限公司,114臺北市內湖區舊宗路2段189號4樓,307967,2773879
27352858,中嘉寬頻股份有限公司,114臺北市內湖區瑞光路399號3樓,307766,2774502
27357170,海派世通電子股份有限公司,114臺北市內湖區堤頂大道2段501號3樓,306659,2775091
27357214,明建投資股份有限公司,114臺北市內湖區內湖路1段92號4樓之1,306790,2775127
27357381,宥智科技有限公司,114臺北市內湖區基湖路35巷51號5樓,307168,2774684
27358425,遠企齒研有限公司,114臺北市內湖區瑞光路26巷20弄28號2樓,308711,2773680
27359120,德瑪科技股份有限公司,114臺北市內湖區洲子街107號2樓,307444,2774860
27359199,青欣投資股份有限公司,114臺北市內湖區瑞光路188巷54號2樓,308155,2774040
27359254,敏泰資訊股份有限公司,114臺北市內湖區民權東路6段21巷31號5樓,308633,2773558
27361548,丞奇有限公司,114臺北市內湖區洲子街194號5樓之1,307146,2774917
27362461,群瑞投資有限公司,114臺北市內湖區瑞光路70號7樓,308690,2773765
27362547,溢豐投資有限公司,114臺北市內湖區瑞光路70號7樓,308690,2773765
27365679,暐誠國際驗證股份有限公司,114臺北市內湖區陽光街351號7樓,308252,2773991
27365925,富邦媒體科技股份有限公司,114臺北市內湖區洲子街96號4樓,307596,2774744
27366179,景晟生物科技股份有限公司,114臺北市內湖區舊宗路2段121巷25號2樓,308114,2773568
27369154,峰采投資有限公司,114臺北市內湖區瑞光路70號7樓,308690,2773765
27373853,廣漢科技有限公司,114臺北市內湖區陽光街351號4樓之5,308252,2773991
27386512,益邦科技有限公司,114臺北市內湖區基湖路35巷51號5樓,307168,2774684
